horizon,quarter,ffr_hat,standard_error,ci_lower,ci_upper,model
11,2005 Q1,1.8623583975227285,0.9585638108768216,-0.029180779164291515,3.753897574209749,Long
11,2005 Q2,1.6968767380499301,0.8699445676742756,-0.019789604482587375,3.4135430805824476,Long
11,2005 Q3,2.7566589825302197,0.9683593147494798,0.8457902848240677,4.667527680236371,Long
11,2005 Q4,2.7157210127716156,0.9109770945662918,0.9180849619588367,4.513357063584396,Long
11,2006 Q1,3.1060323657247704,0.8010465122269209,1.5253229303876292,4.6867418010619115,Long
11,2006 Q2,2.6973781036674516,0.6127184127585957,1.4882975303561932,3.9064586769787093,Long
11,2006 Q3,3.130898900173876,0.430299570918176,2.281786418701386,3.9800113816463663,Long
11,2006 Q4,3.2114618436682787,0.6771583141751807,1.8752216627354645,4.547702024601093,Long
11,2007 Q1,3.444313496052655,0.5134045532959861,2.431209501274733,4.4574174908305775,Long
11,2007 Q2,3.2044255150430385,0.5793369933581304,2.0612166780240595,4.347634352062018,Long
11,2007 Q3,3.4078956176806234,0.6053150291276086,2.213424181517205,4.602367053844041,Long
11,2007 Q4,4.233945792362806,0.7381554469946109,2.7773396377886606,5.690551946936951,Long
11,2008 Q1,3.0600104131114882,0.6560426464137573,1.765437894111482,4.354582932111494,Long
11,2008 Q2,2.819548667885954,0.8566570525159491,1.1291026512176128,4.509994684554295,Long
11,2008 Q3,2.0403064970397606,1.1648438904161218,-0.2582862814954112,4.338899275574933,Long
11,2008 Q4,-0.2871895628719371,2.3197234873642705,-4.864712525497539,4.290333399753664,Long
11,2009 Q1,-1.6814755233444825,0.9596649049863074,-3.5751874950209217,0.21223644833195698,Long
11,2009 Q2,-1.8130292542205078,0.577909468019425,-2.9534211477316727,-0.6726373607093425,Long
11,2009 Q3,-1.438342689099084,0.3498411919314374,-2.1286862141189666,-0.7479991640792016,Long
11,2009 Q4,-0.7607756936495995,0.641503972066736,-2.0266589675597766,0.5051075802605782,Long
11,2010 Q1,-0.3278060558604121,1.1645839313037245,-2.625885855666514,1.9702737439456894,Long
11,2010 Q2,0.4096563171842319,1.3843547745676512,-2.322098481834499,3.1414111162029625,Long
11,2010 Q3,0.15664252298050074,1.4903921869215886,-2.7843564780267434,3.097641523987745,Long
11,2010 Q4,0.7302154713529085,1.6009387970027693,-2.4289257560202837,3.889356698726101,Long
11,2011 Q1,0.5701386166432925,1.653592401715963,-2.6929042550217863,3.8331814883083704,Long
11,2011 Q2,0.6660786123673729,1.441477541601253,-2.178396853234825,3.5105540779695708,Long
11,2011 Q3,0.21890308565715005,1.5351221721279222,-2.8103618382134012,3.248168009527701,Long
11,2011 Q4,0.018858941318087297,1.387935508720337,-2.7199617398612803,2.757679622497455,Long
11,2012 Q1,0.6064594122444773,1.1845540403474994,-1.7310275122521124,2.943946336741067,Long
11,2012 Q2,0.7348406357395947,1.133304921054301,-1.5015161231761365,2.9711973946553263,Long
11,2012 Q3,0.39427548786251276,1.4820977649822498,-2.530356085261261,3.3189070609862856,Long
11,2012 Q4,1.0026262138923685,1.1304753631062558,-1.2281469629491162,3.233399390733853,Long
11,2013 Q1,0.8507366162640954,0.9495123008150972,-1.0229411664336534,2.724414398961844,Long
11,2013 Q2,0.6465301188890831,0.8748052035277005,-1.0797277427849226,2.3727879805630883,Long
11,2013 Q3,0.6732958745307125,1.0081251762713035,-1.3160430137978416,2.6626347628592666,Long
11,2013 Q4,0.6559588770363081,0.8529780293427671,-1.0272273032131638,2.3391450572857804,Long
11,2014 Q1,0.803969505666694,0.793536076076562,-0.7619195452044247,2.369858556537813,Long
11,2014 Q2,1.4532676605266146,0.8811725225670185,-0.28555486640667926,3.192090187459909,Long
11,2014 Q3,1.9284466068989086,0.9728503071448552,0.008715809495621674,3.8481774043021955,Long
11,2014 Q4,1.8075597450541347,1.0277983936298487,-0.22060040998918118,3.83571990009745,Long
11,2015 Q1,1.4321307383767241,0.8617872877011341,-0.26843879925942693,3.1327002760128755,Long
