"","size","persistence","delta_log_consumption","log_consumption","size_dmnd","persistence_dmnd","year_quarter","inflation","expected_inflation"
"9",11.3478563180921,0.245872913416829,0.00371314816629642,9.67526864335514,-0.403600578949703,-0.226592019953783,1970 Q1,13.0209727893284,3.87857142857143
"10",11.6660946245545,0.424365240016392,0.0014437716327329,9.67671241498787,-0.0853622724872221,-0.0480996933542199,1970 Q2,13.3810886184015,3.86666666666667
"11",11.8024824701813,0.509303855160158,0.0053176640057071,9.68203007899358,0.0510255731395564,0.0368389217895462,1970 Q3,13.5225037025397,3.86666666666667
"12",11.7418656499028,0.472581853350703,-0.00619623324954333,9.67583384574403,-0.00959124713901005,0.000116919980091057,1970 Q4,14.0927072940817,3.86666666666667
"13",11.817636675251,0.518122920388188,0.0159445331035499,9.69177837884758,0.0661797782091984,0.0456579870175761,1971 Q1,13.91732707545,4.21428571428571
"14",12.0752581614349,0.639721304411767,0.0062827431794954,9.69806112202708,0.32380126439311,0.167256371041155,1971 Q2,13.9848052668534,3.67
"15",11.9237161107385,0.574935243643901,0.00483906490820374,9.70290018693528,0.172259213696691,0.102470310273289,1971 Q3,13.5481374568862,3.67
"16",11.8782534955295,0.55169634947675,0.0133537644458723,9.71625395138115,0.126796598487765,0.0792314161061383,1971 Q4,13.1592137843448,3.67
"17",11.9237161107385,0.574935243643901,0.0107350576638083,9.72698900904496,0.172259213696691,0.102470310273289,1972 Q1,12.863611245802,3.16666666666667
"18",12.1207207766438,0.655476930734852,0.0165058321802753,9.74349484122524,0.369263879602036,0.18301199736424,1972 Q2,12.4033888367801,3.75833333333333
"19",12.6558574928231,0.623138773944415,0.0127100591614528,9.75620490038669,0.904400595781381,0.150673840573803,1972 Q3,12.0869371261916,3.75833333333333
"20",12.2926471128328,0.586004455769925,0.0205282438039394,9.77673314419063,0.541190215790994,0.113539522399314,1972 Q4,11.5263827457133,3.75833333333333
"21",12.2623795811669,0.581926375318712,0.0159345732402549,9.79266771743088,0.510922684125125,0.109461441948101,1973 Q1,11.2234919046578,4.225
"22",12.1055665715742,0.650402979688538,-0.00268486569157744,9.78998285173931,0.354109674532394,0.177938046317926,1973 Q2,11.5127800892901,6.00833333333333
"23",12.232112049501,0.57765744238509,0.00106362145107219,9.79104647319038,0.480655152459258,0.105192509014478,1973 Q3,11.7637978479425,6.00833333333333
"24",11.9237161107385,0.574935243643901,-0.00544196131096797,9.78560451187941,0.172259213696691,0.102470310273289,1973 Q4,11.6782392302215,6.00833333333333
"25",11.9237161107385,0.574935243643901,-0.011030459436622,9.77457405244279,0.172259213696691,0.102470310273289,1974 Q1,12.4855510763275,6.70833333333333
"26",11.7873282651117,0.500329994723704,0.00142097957806264,9.77599503202085,0.0358713680699143,0.0278650613530923,1974 Q2,14.0055329531964,8.1
"27",11.7267114448331,0.463096760050816,0.00175921504951226,9.77775424707036,-0.0247454522086539,-0.00936817331979589,1974 Q3,16.0529247421759,8.1
"28",11.7418656499028,0.472581853350703,-0.0172713889512401,9.76048285811912,-0.00959124713901005,0.000116919980091057,1974 Q4,17.5689255400777,8.1
"29",11.7267114448331,0.463096760050816,0.00632549550175021,9.76680835362087,-0.0247454522086539,-0.00936817331979589,1975 Q1,18.4828383715737,6.28333333333333
"30",12.1207207766438,0.655476930734852,0.0138899028226334,9.78069825644351,0.369263879602036,0.18301199736424,1975 Q2,19.2133456920292,6.25833333333333
"31",11.9388703158081,0.582293581170799,0.0111871195113178,9.79188537595483,0.187413418766333,0.109828647800187,1975 Q3,19.8843510693685,6.25833333333333
"32",12.0752581614349,0.639721304411767,0.00807331575244596,9.79995869170727,0.32380126439311,0.167256371041155,1975 Q4,21.0258542986576,6.25833333333333
"33",12.0449497512956,0.628305854283178,0.0176441216716867,9.81760281337896,0.293492854253826,0.155840920912566,1976 Q1,21.4826184791299,5.76666666666667
"34",13.0493354044794,0.64714386953805,0.00705795861119896,9.82466077199016,1.29787850743764,0.174678936167439,1976 Q2,21.3552306921065,5.64166666666667
"35",12.8979977461501,0.639320727116097,0.00792136703019608,9.83258213902035,1.14654084910831,0.166855793745485,1976 Q3,21.6683875810578,5.64166666666667
"36",12.8979977461501,0.639320727116097,0.0101995383983802,9.84278167741873,1.14654084910831,0.166855793745485,1976 Q4,21.731253187716,5.64166666666667
"37",12.8979977461501,0.639320727116097,0.00941258072984397,9.85219425814858,1.14654084910831,0.166855793745485,1977 Q1,21.4734421290523,5.85
"38",12.2926471128328,0.586004455769925,0.00299550897979906,9.85518976712838,0.541190215790994,0.113539522399314,1977 Q2,20.3473304492654,6.31666666666667
"39",12.2926471128328,0.586004455769925,0.00658998200796113,9.86177974913634,0.541190215790994,0.113539522399314,1977 Q3,19.1400948993241,6.31666666666667
"40",12.7769276194866,0.631876478698468,0.0121245008581159,9.87390424999445,1.02547072244484,0.159411545327856,1977 Q4,18.4418094429206,6.31666666666667
"41",12.3834497078304,0.597188840877324,0.00323932720207232,9.87714357719653,0.631992810788587,0.124723907506712,1978 Q1,18.1590101670162,6.55833333333333
